label	text_a
酒饮冲调	美汁源果粒橙+果粒橙1.25L
家居	8535亿禾尚品方形双层沥水篮
清洁	花王洁霸ATTACK瞬清无磷洗衣液补充装1.5kg
休闲食品	120G阿尔卑斯混合牛奶味棒糖
粮油速食	金龙鱼花椒油青花椒麻椒油米线麻辣烫调味花椒油220ml
家居	星月蓝  15升保温包 野餐手提包铝箔加厚大号大容量带饭袋送3个冰袋时尚黑
家居	亿宠儿内裤8224
粮油速食	绿帝淡晒海蛎干牡蛎干生蚝干福建厦门水产220g
休闲食品	稻香村蛋黄酥红豆味330g糕点点心早餐休闲零食6枚礼盒装
办公	M821小白点袋装墨囊.
清洁	卫新洗衣液樱花4.26kg
粮油速食	海名威国产冷冻鲜蒸三去海鲈鱼去鳃去鳞去内脏450g1条内含调料包生鲜海鲜水产健康轻食
清洁	1800g雕牌速溶快洁无磷洗衣粉
家居	cheng's小黄人4.25”鼓型碗
休闲食品	好味屋手撕素肉排烧烤味26g
乳品	美仁 巴旦木基植物酸奶芒果百香果味120g*1杯活菌型植物蛋白发酵饮品
休闲食品	1L*4福兰农庄100%NFC混合果汁礼盒
休闲食品	T28G*8达利园鸡蛋味欧式蛋糕
个护	3.4G冰点羊毛脂修护润唇膏
酒饮冲调	天强一级龙井礼盒350g
酒饮冲调	T82G喜之郎优乐美芝士燕麦奶茶
个护	475ML雕牌抑菌洗手液硫磺
家居	中平ZP-3098水晶PET垃圾桶
蔬菜	二级韭菜
服饰内衣	汤尼杰郎休闲装2015-206
酒饮冲调	拉菲LAFITE巴斯克花园赤霞珠干红葡萄酒750ML*2双支蓝色皮礼盒装智利进口红酒
休闲食品	北京稻香村糖醇油炒面休闲糕点零食饼干三禾北京特产400g
家居	爱得利旋转奶瓶刷NF01
个护	360ML马丁劲啤沁爽沐浴露
蔬菜	美人椒100g
家居	其里
水产	新虹宝国产白虾仁200g/袋31-40只ASC认证生鲜火锅食材海鲜水产
母婴	820G美赞臣蓝臻较大婴儿配方奶粉6-12月龄
休闲食品	100G妈咪烧烤味烘焙饼干
办公	爱好5838圆珠笔
家居	佳茉六连个性创意折叠红包利是封虎年红包大红包2个装
酒饮冲调	双沟红柔和42°450ml
玩具	686-78植物气动泡
粮油速食	生龙shenglong醪糟米之清酒米酒甜酒375ml
酒饮冲调	300ML苏州桥桑葚酒
水果	佳农泰国冷冻金枕头榴莲肉1盒装250g/盒榴莲生鲜水果
休闲食品	卧龙 老灶锅巴麻辣味100g*1袋
清洁	力士爽肤沐浴乳乳幽莲魅肤400ml
母婴	露安适体育之星拉拉裤L22片9-14kg日用
休闲食品	丰乐谷梨膏棒棒糖3支装24g*1袋
清洁	QFY-3000G全福元12卷长卷纸
健康	名创优品一次性成人口罩30片HelloKitty联名款3层防护内含熔喷布自封包装10片装*3包
个护	索芙特600ml防脱育发香波专业版
母婴	850G雅培经典恩美力幼儿配方奶粉3段
休闲食品	大连远洋大连大礼包烤鱼片500g分享装
清洁	200G*2好爸爸除菌除螨除味亲肤粒子皂
酒饮冲调	马来西亚进口零涩蓝山风味速溶三合一咖啡40条640g*2袋
美妆	美迪惠尔茶树面膜10片水库针剂可莱丝韩国进口
个护	德国小甘菊Herbacin柔皙护手霜20ml
肉禽蛋	享安心鲜黄牛肉200g*1盒
玩具	金马王8883木连盘象棋
粮油速食	游牧御品塔拉烤霸羊肉串30串2斤烧烤食材BBQ羊肉4-6月羔羊腿肉肥瘦相间
清洁	5242高洁丝240mm极薄棉柔卫生巾
服饰内衣	斯卡帝奇运动装
宠物	ROYALCANIN皇家狗粮BF29比熊成犬狗粮全价粮3kg小型犬成犬维持健康皮肤泌尿系统健康
粮油速食	稻香黑土五常有机大米2.5kg五常稻花香米东北大米有机
粮油速食	同庆楼 虎皮红烧肉500g/盒
酒饮冲调	农夫山泉茶派柚子绿茶500ml*6瓶
服饰内衣	迥瑞裙子1555
酒饮冲调	300G川南青花椒酸菜鱼佐料
家居	弟弟妹妹童袜707-27
休闲食品	维维高钙多维豆浆粉680g
个护	丹姿滢亮皙白精华素50g
粮油速食	今磨房散装生菜籽
水产	无沙蛤子干
酒饮冲调	500ML40.8度洋河蓝色经典M3梦之蓝酒
酒饮冲调	康维他COMVITA麦卢卡花蜂蜜UMF20+250g新西兰原装进口
家居	京造 日式亲子拖鞋 轻简软弹休闲沙滩浴室凉拖鞋女款 婴儿粉37-38  JZ-7511
酒饮冲调	400ML燕庄香芝麻油
蔬菜	普通馒头小
家居	龙士达L-1110微波饭煲
玩具	6707健身手套
休闲食品	丹麦皇冠曲奇饼干90g
乳品	光明草莓杯275g
家居	8903顺美长把刷
健康	艾暖 经期暖贴6贴*1包
办公	ADB98308晨光垫板
家居	振能14CM家家提锅
家居	HH9998辉煌双联挂壁防水纸巾盒
蔬菜	黄心菜400g
办公	广博100K办公PP斜纹线圈GB100815
酒饮冲调	北大荒东北黑蜂纯蜂蜜椴树成熟蜜礼盒装1000g
鞋靴箱包	SY-300世易男室内棉拖
个护	澳丝Aussie袋鼠洗发水奇迹丰盈300ml无硅油控油蓬松
餐饮	奥尔良回味茶香鸡
家居	鼎韵快乐时光大勺
家居	蕉下太阳伞雨伞防晒伞折叠晴雨伞栖寻系列47cm*6骨嬉狸
酒饮冲调	T170g味好美草莓果酱
服饰内衣	宇艳上衣1518
休闲食品	百草味豆干素肉小吃辣条办公室休闲零食香辣味手撕素肉200g
个护	30ML温碧泉水泡泡弹力粉底液
酒饮冲调	德国进口精酿啤酒 卡布奇纳小麦啤酒 修道院玻璃瓶 500ml*6瓶
家居	麦香可咖杯2652
休闲食品	康师傅红烧排骨面五联包100*5
粮油速食	海欣迷你虾味饺100g*1袋
水果	山东精品富士
母婴	迪士尼宽口径果汁奶嘴
粮油速食	千味央厨放心油条720g20只早餐无明矾豆浆火锅伴侣
乳品	伊利QQ星儿童草莓果泥优酪乳酸奶
蔬菜	香芋
肉禽蛋	熊材白凤乌鸡半鸡450g*1盒
粮油速食	乌江榨菜清淡榨菜80g*1袋
家电	美的微波炉 EG7XCG6-NSH
母婴	115G贝因美宝宝原味营养肉酥
个护	400G多芬舒心水润清爽水润沐浴乳薰衣草
汽车用品	爱多达毛巾
酒饮冲调	100ML56度京联北京二锅头酒
餐饮	清香园花卷系列
家居	YJ2501玉晶杯
办公	广博CB5663 40CM直尺
酒饮冲调	怡宝 饮用水 饮用纯净水1.555L*12瓶整箱装
家居	GF-8611#国风光柄1#尖匙
水产	自营红油豆角
粮油速食	乌江红油榨菜300g*1瓶
服饰内衣	兰花仙子纯棉印花长袖女睡衣8601
鞋靴箱包	金赛克运动鞋504
粮油速食	海底捞番茄小酥肉自热火锅套餐415g
乳品	卓牧JOMILK优选纯山羊奶全脂高钙2.8g蛋白质成人早餐奶200ml*12盒装
鞋靴箱包	T2065巴布狗中童凉鞋
休闲食品	阿尔善内蒙古特产手撕风干牛肉干原味400g/袋
家居	歌罗兰打底裤
休闲食品	徽记蜜汁山核桃味瓜子195g
休闲食品	康师傅甜酥夹心饼干小吃分享装384g清新柠檬味
粮油速食	古松调料草果炖肉卤料50g二十年品牌
美妆	京造纯棉化妆棉245片压边卸妆棉纯棉亲肤
粮油速食	5KG金健桃花香米
家居	红妮内衣87622.87621
鞋靴箱包	AP-861智能机器人
休闲食品	曼妥思冻感粒方无糖口香糖混合口味四瓶装46g*4
酒饮冲调	T110G小肥羊火锅底料清汤
宠物	千羽 发声橄榄球*1个
办公	砚台
休闲食品	乖媳妇山椒泡椒凤爪香辣鸡爪办公室肉类零食鸡脚258g
餐饮	秘制卤肉肠
粮油速食	千禾料酒调味料酒去腥提味餐饮装1.8L
母婴	雀巢力多精2奶粉金装900g
办公	掌握512-12色双头马克笔
个护	欧莱雅精油润养丰盈洗发露700ml
蔬菜	汉康 袋装素肠200g*1袋
水果	佳沛 进口巨无霸阳光金果22-25个净重3.2kg起
粮油速食	散小珍珠原味花生
粮油速食	三象金标水磨糯米粉500g*1袋
清洁	雅彩洁多功能油烟机清洗剂500ml*2玻璃清洁剂500ml
家居	QM-7138清清美防滑型乳胶手套
粮油速食	好人家手工牛油火锅底料90g*4块火锅调料冒菜麻辣烫调料
清洁	1KG蓝月亮薰衣草手洗专用洗衣液
母婴	花王妙而舒婴儿纸尿裤M68片6-11kg日本进口
乳品	和路雪 迷你梦龙 香草口味+白巧克力坚果口味 6支装 冰淇淋家庭装 雪糕
粮油速食	泰娘红咖喱酱50g*1袋
家居	膳魔师保冷保温杯400mlJCG-400CBW
粮油速食	薄五香牛肉干
粮油速食	味好美寿喜锅风味锅物底料100g*1袋
香烟	黄鹤楼硬银紫烟
鞋靴箱包	SY-424世易中童凉拖
家电	SW-15S29A苏泊尔电水壶
粮油速食	金龙鱼物理压榨葵花籽亚麻籽调和油5L进口原料新老包装随机
健康	喜羊羊YY-271蛙式车
服饰内衣	世强2117男士休闲服蓉奥
礼品	神绣椒8018
办公	喜羊羊18色油画棒XYY-4706
个护	瑞柏嘉美妆系列化妆喷瓶B
休闲食品	力诚小肉枣
家居	鑫牛XN-32Z蒸格
母婴	伊利果享15+学生奶粉900g
粮油速食	张宝山面条铁棍山药挂面300g*6包非礼盒装适合炸酱面拌面拉面营养挂面
礼品	精品狼毫 K-749
酒饮冲调	竹叶青酒45°475ml
休闲食品	旺旺 哎呦大礼包298g*1袋
餐饮	炸尖椒
休闲食品	百世兴酒鬼花生米混装20g*20袋/盒原味+麻辣味
粮油速食	山西水塔醋陈醋二年陈酿粮食酿造420ml 山西陈醋
清洁	3.2KG威露士妈妈壹选倍柔袋装天然皂液
家居	KZ1013双枪竹中华筷
休闲食品	卡迪那烤香肠味豌豆脆52g*1袋
乳品	养味原味牛奶220g
家居	美厨304不锈钢筷子勺子叉子餐具四件套黑色
休闲食品	苏香麻辣香菇豆腐干90g
休闲食品	不老林休闲零食小吃牛轧糖糖果混合口味450克
办公	施德楼525B20环保橡皮
乳品	200G佳宝黑谷物牛奶
休闲食品	老布特木糖醇切片蛋糕
粮油速食	康师傅 大食袋香辣牛肉面五连 144g*5包*1袋
服饰内衣	宇艳上衣98
休闲食品	食验室轻卡零食鸡胸肉鳕鱼肉薯片食验室控卡健康食品休闲零食健身伴侣薯片大礼包混合缤纷口味8袋装
个护	六神爽身粉盒装150g
粮油速食	粮全其美葱油饼650g5片*1袋
办公	广博36K语文本GBR0715S-1
个护	10只装双一普通G点安全套
酒饮冲调	雪碧摩登罐330ml*4罐
个护	120ml馥珮橄榄美白柔肤水
母婴	伊利奶粉金领冠睿护婴儿配方奶粉1段405克新西兰原装进口
酒饮冲调	香飘飘椰果奶茶草莓
休闲食品	三只松鼠坚果礼盒小美1064g干果每日坚果碧根果组合罐装零食大礼包年货礼盒送礼
粮油速食	新疆黑桑葚
母婴	佳贝艾特营嘉益生菌+益生元青少年学生成人羊奶粉800g
家居	展艺烘焙工具一次性PVC手套抽取式加厚50只M号
鞋靴箱包	纽巴巴童鞋
个护	可爱多水润润儿童营养特润霜送儿童唇膏45g
酒饮冲调	330ML娃哈哈格瓦斯麦芽汁发酵饮品
酒饮冲调	罗施图干红AOC750ml
酒饮冲调	维他奶香草味豆奶250ml*6盒
家居	康依莱女式太阳裙
餐饮	乡情系列煎饼
蔬菜	砚祥毛粉柿子
蔬菜	特价蔬菜
酒饮冲调	西夫拉姆红酒酒堡50年树龄赤霞珠干红葡萄酒750ml
水果	你好甜啊超大红颜草莓400g
肉禽蛋	圣农脆皮炸鸡原味750g半成品炸鸡鸡叉骨鸡锁骨裹粉韩式炸鸡半成品冷冻油炸炸鸡小食囤货
粮油速食	天地粮人精品绿豆1.25kg
粮油速食	龙和宽龙门白醋480ml*1瓶
粮油速食	思念杭州猪肉小笼包400g早餐早茶点心夜宵
肉禽蛋	月盛斋 嫩牛肉200g*1盒充气保鲜非涨袋
鞋靴箱包	特价童鞋
酒饮冲调	脉动青柠味1L
服饰内衣	豹皇7271男士半袖T恤
家居	极度空间厨房调料盒玻璃调料瓶3个装勺盖一体调料器皿JD-71
个护	400ml舒肤佳海盐天然洁净沐浴露
肉禽蛋	享安心鲜三黄鸡700g*1袋
酒饮冲调	500ML52度五粮液五粮特曲酒
休闲食品	贝贝星干脆宽面原味方便面70*1袋
办公	AGMY3303晨光PP油画棒24色
个护	9ML六神走珠清凉露
家居	T0665英派可爱宝贝沐浴桶W
礼品	浪漫世界大红包393
酒饮冲调	LEO豹王 大麦芽啤酒 泰国原装进口630ml*12瓶 精酿整箱装
清洁	TXY16新呼吸有机纯棉护垫
休闲食品	36G劲仔鱼椒麻香
粮油速食	舒可曼白糖白砂糖碳化糖调味调料1000g*5
休闲食品	T240G达利园牛油味牛角包面包
乳品	奥雪蜜桃乳酸菌口味雪糕78g
休闲食品	楼兰蜜语港式鸡蛋仔蛋糕420g*1箱
肉禽蛋	享安心鲜乌骨鸡半鸡500g*1盒
休闲食品	酷兮兮休闲零食大礼包一整箱送女友女生礼盒美食品好吃的组合装1800g
酒饮冲调	沱牌特曲酒天曲20年42°
个护	750G蒂花之秀盈蔻鱼子酱精油洗发乳焕活顺
家居	黛思侬内衣5562
乳品	250ML金典娟姗纯牛奶
个护	130G中华御齿护龈清新雅香淡竹味牙膏
家居	膳魔师保温杯十二星座夜光系列星座摩羯座
乳品	旺旺 旺仔牛奶 儿童牛奶早餐奶 原味 125ml*24
粮油速食	太古优级白砂糖包375g
运动	双喜羽毛球301
家居	元惠女式人造棉花色哈伦裤
母婴	500ML史努比儿童蜂蜜营养洗发沐浴精
玩具	6307积木
家居	美国利比1001经典储物罐750ML
蔬菜	祖名 特制香干200g*1袋
休闲食品	100G匠造食品匠造泡芙面包
家居	顶美DM-907锅盖头
清洁	碧浪抑菌洁净洗衣凝珠海洋18颗盒装
服饰内衣	古木15款半袖广
家居	东郎 不锈钢沙拉盆/菜盆/钢盆22CM*1个
肉禽蛋	带皮五花肉Z
水产	芝麻黄花
清洁	代尔梦得三庆泡泡磨砂盐60g
休闲食品	公社联盟 冰糖葫芦25g*1袋
家居	九洲鹿家纺多功能暖手抱枕被两用靠垫腰靠-萌萌猫110x150cm
家居	CEO-310希艺欧垃圾袋
乳品	蒙牛 真果粒牛奶饮品蓝莓250g*12 礼盒装
办公	T@MG6128A晨光0.7办公型中性笔替芯-黑
休闲食品	乐事青柠味马铃薯片104g
母婴	嘉宝南瓜营养米粉250g*3
服饰内衣	福惠9011/9012女式裤鑫琪
家居	弓箭 E7038乐美雅保鲜盒
粮油速食	章鱼面包
蔬菜	苤蓝450g起*1个
酒饮冲调	老干妈风味腐乳260g
蔬菜	有机紫甘蓝400g
水果	国产树上熟红心火龙果2粒单果500g以上生鲜水果健康轻食
粮油速食	青青小厨猪蹄块1kg免切猪蹄子猪爪猪手猪脚猪蹄生鲜烤猪蹄熟食猪肉生鲜
酒饮冲调	one more顽沫精酿啤酒 茉莉花小麦白啤330ml*12瓶 国产精酿啤酒 混浊型
个护	清扬男士洗发露清爽控油型400ml
鞋靴箱包	联众9954米奇书包
鞋靴箱包	T8173卡奇娃中童凉鞋
乳品	荷高3.8%乳蛋白有机脱脂纯牛奶200ml*24盒整箱装
粮油速食	散称花生米S
鞋靴箱包	稳步930
休闲食品	西域美农椒盐蚕豆250g兰花豆坚果干果
健康	海氏海诺 成人医用退热贴2片*1盒
粮油速食	稻可道东北珍珠米东北大米粳米10kg
家居	卡森兰秋衣套7720
酒饮冲调	1.3L味达美臻品特极生抽
粮油速食	好必食碱水贝果面包85g*1袋
清洁	雕牌冷水去油洗洁精1.5kg
家居	清清美桌椅脚垫E
家居	愤怒的小鸟托盘818165
酒饮冲调	明安旭纯化魔芋粉饱腹代餐粉500g
休闲食品	嘉顿牛奶味威化饼干150g*1袋
休闲食品	熊津晶晶儿青梅汁饮料200ml
休闲食品	180G麦德滋五香花生米11917
个护	百雀羚气韵水嫩倍现能量精华40ml
家居	天美家德天鹅湖12方鱼盘
休闲食品	散称茉莉龙珠
休闲食品	北京特产美丹白苏打饼干鲜葱味248g
休闲食品	散称荷叶
服饰内衣	汤尼杰郎休闲装 1202-1
个护	施华蔻多效修护19洗发露200ML
家居	QFY-1814全福元提花刷洗块12片装
健康	狂神KS1050守门员手套
休闲食品	海牌小力士鱼肠20g*5
服饰内衣	爱斯迪女装
办公	迪士尼83066-02文具盒
健康食品	北京同仁堂TRT西洋参片60g*2瓶/盒1.5-1.7cm送礼盒切片含片送礼盒
休闲食品	法国进口克勒司经典黑巧克力礼盒含70%可可240g
休闲食品	散金巧克力
家居	清清美桌椅脚垫A
家居	金霸王7号电池6粒可撕装
水产	海里仙 舟山鲅鱼500g*1袋
酒饮冲调	李子柒女生姜红糖水姜糖茶姜枣茶12g*7条*2盒装
家居	TT962紫丁香丁香水润热饮杯
办公	得力高彩色手工折纸333-S
水产	鲜活黄金鲫鱼300g起*1条-1份
休闲食品	50G格力高百奇抹茶饼干
酒饮冲调	可口可乐 汽水碳酸饮料300ml*24瓶 整箱装
家居	富光心喜系列保温杯304不锈钢茶杯黑色500ML
粮油速食	美好农家小酥肉260g*1袋
服饰内衣	福惠加绒保暖裤许
3C数码	苹果AppleiPhone12A2404128GB绿色全网通5G双卡双待手机
粮油速食	佬廣食品 鲍鱼花胶鸡礼盒 1.6kg/盒
粮油速食	阿宽方便面重庆小面麻辣小面105g*12桶装非油炸泡面
肉禽蛋	华英精切鸭全腿600g*1袋
清洁	450G威王84家居除菌液
家居	28T5F金钥匙28CM复底二层蒸锅
酒饮冲调	赠品220G呷哺呷哺十三香小龙虾调味料
酒饮冲调	茅台集团习酒习酱蓝53度酱香型高度白酒500ml
休闲食品	95G好巴食五香豆腐干
酒饮冲调	泸州老窖老窖世家白酒礼盒璀钻52度500ml*4*2整箱装
办公	小树苗30支桶装三角笔樱花系列
粮油速食	1.84KG喜旺旺运来礼盒
服饰内衣	雅瑞阁女裤0980
办公	喜博超软笔记本18-46混
健康食品	皇纯淡干海参88g12-18只尊品威海刺参礼品礼盒
休闲食品	80G好丽友巧克力味浪里个浪薯片
玩具	YC-7651瑜伽垫
酒饮冲调	维他奶维他柠檬茶饮料250ml*16盒
酒饮冲调	泸州老窖高兴美酒浓香型白酒43度100ml*24瓶整箱装
健康食品	青源堂冬虫夏草断草5克高品质洁净饱满干度足送礼物
家居	赏心
粮油速食	核酸已测今锦上国产翡翠生虾仁1kg/袋约145-180只活剥去虾线火锅食材
办公	马可7010-中/纸合装素描碳笔中
酒饮冲调	三和四美牛肉酱220g
清洁	花王KAO餐具泡沫喷雾300ml甜橙香
办公	喜羊羊0714-3 24K作文本
办公	NOOK科学试验包5N6752
家居	泥火匠耐热陶瓷煲1500ml
肉禽蛋	L生猪蹄
家居	爱仕达ASD铝合金压力锅18cm高压锅YL18S2WG
休闲食品	好丽友 松松肉松蛋糕240g*1袋
家居	德喜雅2108V领任意剪短袖
家居	ZYT-405卓艺庭韩式防水围裙
家居	洁玉J1807W定织安然方巾
宠物	伟嘉宠物猫粮成猫全价粮布偶蓝猫橘猫加菲英短猫咪干湿搭配套装
办公	熊出没YDL-QB5198S提神铅笔
酒饮冲调	500ML52度五粮液王者风范绵柔白酒
酒饮冲调	洋河蓝色经典 梦之蓝M6 52度 礼盒装 500ml*2瓶高度白酒 口感绵柔浓香型
粮油速食	十月稻田六种杂粮礼盒2.4kg
家居	红樱桃高四方杯
家居	龙士达LJ-0327垃圾袋买四送一
休闲食品	苏香香辣素鱼条60g
家居	佳佰日式合金筷子套装5双日式动物
家居	DSX-330-10哈尔斯双把手吸管杯
蔬菜	二级上海青
清洁	3L威露士抗菌有氧洗衣液原味
清洁	花王洁霸ATTACK瞬清无磷洗衣液紫藤花香2kg
酒饮冲调	维极熊俄罗斯风味精酿龙井白啤酒麦香浓郁口感醇厚1L*6罐整箱装
家居	烫金卷餐垫
粮油速食	360G三全私厨超级小龙虾饺
办公	校园之星009-10-10中性笔
